Step,Loss
0,0.6244417428970337
1,0.6271342039108276
2,0.7322129011154175
3,0.7511417865753174
4,0.769490122795105
5,0.7834448218345642
6,0.6780741214752197
7,0.723325252532959
8,0.6997117400169373
9,0.7072210311889648
10,0.7343502044677734
11,0.7350192666053772
12,0.693918764591217
13,0.6860823631286621
14,0.6898432970046997
15,0.7236011624336243
16,0.684257984161377
17,0.6943244934082031
18,0.6772505044937134
19,0.6519890427589417
20,0.6601523160934448
21,0.6335468292236328
22,0.7041378021240234
23,0.6669753193855286
24,0.6518632769584656
25,0.7383529543876648
26,0.6843059659004211
27,0.6357876062393188
28,0.7127387523651123
29,0.5820357799530029
30,0.6695045232772827
31,0.6043025851249695
32,0.6703396439552307
33,0.5800333023071289
34,0.6717674136161804
35,0.6010153889656067
36,0.6335892677307129
37,0.6244967579841614
38,0.6923684477806091
39,0.6962847709655762
40,0.6754401922225952
41,0.5827309489250183
42,0.5605781674385071
43,0.591618537902832
44,0.627066433429718
45,0.756948709487915
46,0.6600377559661865
47,0.5455670356750488
48,0.536369800567627
49,0.6604471206665039
50,0.6418346166610718
51,0.5400484204292297
52,0.5303795337677002
53,0.6499152779579163
54,0.6056578755378723
55,0.5793496966362
56,0.5015708208084106
57,0.6450138092041016
58,0.7546077966690063
59,0.5935851335525513
60,0.5859822034835815
61,0.6843178868293762
62,0.42594674229621887
63,0.6210893392562866
64,0.6054221987724304
65,0.5635038614273071
66,0.5000876784324646
67,0.4719688892364502
68,0.5921595692634583
69,0.48113441467285156
70,0.5938706398010254
71,0.7101788520812988
72,0.6511543393135071
73,0.6156861186027527
74,0.6560635566711426
75,0.5421375036239624
76,0.4748961329460144
77,0.5494406819343567
78,0.4973253905773163
79,0.5707179307937622
80,0.6098592877388
81,0.5016674995422363
82,0.48074236512184143
83,0.5711876749992371
84,0.4616064727306366
85,0.6162190437316895
86,0.43348339200019836
87,0.45328769087791443
88,0.5091596841812134
89,0.40919142961502075
90,0.591013491153717
91,0.5419868230819702
92,0.6348952651023865
93,0.5715633630752563
94,0.5366564393043518
95,0.5113654732704163
96,0.4698677659034729
97,0.5061853528022766
98,0.5306901335716248
99,0.4237770736217499
100,0.4138362407684326
101,0.5746405124664307
102,0.5866878032684326
103,0.48672613501548767
104,0.5495588779449463
105,0.48895007371902466
106,0.4257844388484955
107,0.372673898935318
108,0.7100492715835571
109,0.46244633197784424
110,0.5616456270217896
111,0.5062894821166992
112,0.5121102333068848
113,0.4085935354232788
114,0.5153255462646484
115,0.5327779650688171
116,0.626110851764679
