Step,Loss
0,0.8975075483322144
1,0.7918105125427246
2,0.7254049777984619
3,0.6007112264633179
4,0.6703117489814758
5,0.6473932266235352
6,0.6781066656112671
7,0.7599355578422546
8,0.742376446723938
9,0.6734235882759094
10,0.6848980188369751
11,0.7257485389709473
12,0.696523904800415
13,0.6878864169120789
14,0.7277581095695496
15,0.6536073088645935
16,0.6609025001525879
17,0.7027535438537598
18,0.6856144666671753
19,0.6720171570777893
20,0.6627944111824036
21,0.6616088151931763
22,0.6496739983558655
23,0.6626296043395996
24,0.6911129355430603
25,0.6635835766792297
26,0.704948902130127
27,0.7491823434829712
28,0.7122251391410828
29,0.6227537989616394
30,0.6971081495285034
31,0.6551432013511658
32,0.6806768178939819
33,0.7302550673484802
34,0.7273245453834534
35,0.6170488595962524
36,0.6918491125106812
37,0.6906419992446899
38,0.7289509177207947
39,0.6495103240013123
40,0.6081410050392151
41,0.6473855972290039
42,0.5894547700881958
43,0.6217009425163269
44,0.6636220812797546
45,0.5725014805793762
46,0.5984766483306885
47,0.6318390965461731
48,0.5785097479820251
49,0.6617019772529602
50,0.6042585968971252
51,0.5951226949691772
52,0.6480265855789185
53,0.5478000640869141
54,0.6477138996124268
55,0.5464510917663574
56,0.5869291424751282
57,0.6241589784622192
58,0.5326911807060242
59,0.6005524396896362
60,0.4637881815433502
61,0.7150477170944214
62,0.6629403829574585
63,0.6284260749816895
64,0.5152950882911682
65,0.674263596534729
66,0.5882554650306702
67,0.5902365446090698
68,0.6365875601768494
69,0.6062946915626526
70,0.7236790060997009
71,0.5265300869941711
72,0.5952890515327454
73,0.6298529505729675
74,0.6705253720283508
75,0.6155735850334167
76,0.6348735690116882
77,0.6011008024215698
78,0.5251217484474182
79,0.6354310512542725
80,0.5315956473350525
81,0.5670160055160522
82,0.4935954511165619
83,0.5534777641296387
84,0.45224738121032715
85,0.5364525318145752
86,0.6535906195640564
87,0.6484843492507935
88,0.5234754085540771
89,0.6220132112503052
90,0.5081642866134644
91,0.443744421005249
92,0.5614617466926575
93,0.4679569602012634
94,0.6042654514312744
95,0.4477524757385254
96,0.6942660212516785
97,0.6114767789840698
98,0.6088842749595642
99,0.4648779332637787
100,0.6399891972541809
101,0.3834505081176758
102,0.5655508041381836
103,0.5120512843132019
104,0.5545682907104492
105,0.7044944167137146
106,0.546941339969635
107,0.43284326791763306
108,0.5038915276527405
109,0.34625643491744995
110,0.5263165235519409
111,0.4894016981124878
112,0.45727264881134033
113,0.5645298361778259
114,0.49246731400489807
115,0.5512847900390625
116,0.48328399658203125
