Step,Loss
0,0.8975075483322144
1,0.7918104529380798
2,0.7261569499969482
3,0.6006006002426147
4,0.6715898513793945
5,0.649652361869812
6,0.6816577315330505
7,0.7670220732688904
8,0.7426830530166626
9,0.6736165285110474
10,0.6864629983901978
11,0.7301202416419983
12,0.6975116729736328
13,0.6921250820159912
14,0.7272283434867859
15,0.6534180045127869
16,0.6618313193321228
17,0.710646390914917
18,0.682130753993988
19,0.6719107031822205
20,0.6581270694732666
21,0.6778277158737183
22,0.634501576423645
23,0.6647440195083618
24,0.6870583891868591
25,0.6760925054550171
26,0.7045295238494873
27,0.7360818982124329
28,0.7226953506469727
29,0.658108115196228
30,0.7169983983039856
31,0.6600024104118347
32,0.66413414478302
33,0.7266454696655273
34,0.709388792514801
35,0.6652270555496216
36,0.6681618690490723
37,0.6897827982902527
38,0.7069808840751648
